Recall Reason,Category,Score
Products in distribution were found by FDA to be to be substantially different from the current cleared 510(k)s with a major change or modification to the device s intended use.,Design/Component Flaws,0.7370233535766602
Products in distribution were found by FDA to be to be substantially different from the current cleared 510(k)s with a major change or modification to the device s intended use.,Design/Component Flaws,0.7370233535766602
Products in distribution were found by FDA to be to be substantially different from the current cleared 510(k)s with a major change or modification to the device s intended use.,Design/Component Flaws,0.7370233535766602
"A non-sterile Mastisol component, which was not labeled as being sterile or non-sterile, was placed in the non-sterile portion of certain sterile convenience kits and distributed.  In the event that the user assumes sterility during its use, there is an increased risk of patient infection.",Contamination or Sterility Issues,1.0
"A non-sterile Mastisol component, which was not labeled as being sterile or non-sterile, was placed in the non-sterile portion of certain sterile convenience kits and distributed.  In the event that the user assumes sterility during its use, there is an increased risk of patient infection.",Contamination or Sterility Issues,1.0
"A non-sterile Mastisol component, which was not labeled as being sterile or non-sterile, was placed in the non-sterile portion of certain sterile convenience kits and distributed.  In the event that the user assumes sterility during its use, there is an increased risk of patient infection.",Contamination or Sterility Issues,1.0
"A non-sterile Mastisol component, which was not labeled as being sterile or non-sterile, was placed in the non-sterile portion of certain sterile convenience kits and distributed.  In the event that the user assumes sterility during its use, there is an increased risk of patient infection.",Contamination or Sterility Issues,1.0
"Due to a manufacturing issue, red particulates present in the expressed composite.",Design/Component Flaws,0.6720370650291443
"Due to a manufacturing issue, red particulates present in the expressed composite.",Design/Component Flaws,0.6720370650291443
"Due to a manufacturing issue, red particulates present in the expressed composite.",Design/Component Flaws,0.6720370650291443
"Due to guidewires being manufactured incorrectly with the guidewires being mis-assembled within the hoop such that the proximal (stiff) end of the
guidewire is located at the distal end of the hoop. Injury could occur if the user attempts to insert the proximal end into the patient.",Manufacturing Defects,0.6909105181694031
"The potential for biased quality control (QC) and
patient results when using Atellica CH UCFP lot 130414 and ADVIA Chemistry UCFP lot
140 reagents.",Design/Component Flaws,0.6930516958236694
"The potential for biased quality control (QC) and
patient results when using Atellica CH UCFP lot 130414 and ADVIA Chemistry UCFP lot
140 reagents.",Design/Component Flaws,0.6930516958236694
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
XXX,Other,0.3094574213027954
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
"Medical convenience kits contain plastic syringes affected by the FDA Safety Alert issued on March 19, 2024. Leaks, breakage, and/ other quality issues have been identified that may pose a risk to patient health.",Manufacturing Defects,0.7694864869117737
